OBJECTID,FENAME,FETYPE,NFC,LegalSystem,Nhs,FedAid,COUNTYL,COUNTYR,SEMMCDL,SEMMCDR,COMMUNITYL,COUNTYNAMEL,COMMUNITYR,COUNTYNAMER,VER,lenmi,Shape__Length
877,7 Mile,Rd,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.17109,903.5336375
880,7 Mile Service Drive,,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,1.39458,7365.34662
881,7 Mile Service Drive,,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.63015,3328.111187
883,7 Mile/N I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.20447,1079.849097
884,7 Mile/N M 10,Ramp,2,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.15125,798.7744643
885,7 Mile/N M 39,Ramp,2,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.14296,755.024305
886,7 Mile/S I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16937,894.4821442
887,7 Mile/S M 10,Ramp,2,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16014,845.7638288
888,7 Mile/S M 39,Ramp,2,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.13139,693.903677
889,7 Mile/W I 96,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.30451,1608.247289
892,7th,St,0,0,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.01378,72.78235843
893,7th,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.01779,93.94616408
894,7th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04623,244.1341719
904,7th,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.0928,490.1531241
905,7th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.00386,5301.890926
912,7th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,1.01372,5353.982052
913,7th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.15135,6080.914866
924,8 Mile,Rd,3,1,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.05542,292.6987477
925,8 Mile,Rd,3,1,0,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.01196,63.15971834
926,8 Mile,Rd,3,1,0,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.01207,63.74550167
933,8 Mile,Rd,3,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,17.74645,93721.8978
934,8 Mile,Rd,3,1,1,Yes,163,163,1095,1095,Harper Woods,Wayne,Harper Woods,Wayne,22,0.36071,1904.874273
935,8 Mile,Rd,3,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.22344,1180.061703
936,8 Mile,Rd,3,1,1,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,1.48539,7844.869454
945,8 Mile,Rd,3,2,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.0611,322.6703233
946,8 Mile,Rd,3,2,1,Yes,125,163,2065,1120,Farmington,Oakland,Livonia,Wayne,22,0.38796,2048.9535
947,8 Mile,Rd,3,2,1,Yes,125,163,2072,1120,Farmington Hills,Oakland,Livonia,Wayne,22,5.30636,28025.02754
949,8 Mile,Rd,3,2,1,Yes,125,163,2165,1135,Northville (Oakland),Oakland,Northville Twp,Wayne,22,0.98227,5187.839205
951,8 Mile,Rd,3,2,1,Yes,125,163,2170,1135,Novi,Oakland,Northville Twp,Wayne,22,1.69238,8938.241461
954,8 Mile,Rd,4,2,0,Yes,125,163,2170,1135,Novi,Oakland,Northville Twp,Wayne,22,2.01604,10647.74913
955,8 Mile,Rd,4,4,0,Yes,163,163,1095,1095,Harper Woods,Wayne,Harper Woods,Wayne,22,0.04722,249.3632706
956,8 Mile,Rd,4,4,0,Yes,99,163,3035,1095,Eastpointe,Macomb,Harper Woods,Wayne,22,0.3124,1649.790287
957,8 Mile,Rd,4,4,0,Yes,99,163,3120,1095,St. Clair Shores,Macomb,Harper Woods,Wayne,22,0.71401,3770.622722
968,8 Mile,Rd,7,5,0,No,99,163,3120,1085,St. Clair Shores,Macomb,Grosse Pointe Woods,Wayne,22,0.42052,2220.719677
969,8 Mile,Rd,7,5,0,No,99,163,3120,1095,St. Clair Shores,Macomb,Harper Woods,Wayne,22,0.19865,1049.076771
970,8 Mile Rd,Turn,3,1,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.32236,1702.457168
971,8 Mile Rd,Turn,3,1,0,Yes,163,163,1095,1095,Harper Woods,Wayne,Harper Woods,Wayne,22,0.01337,70.6128236
972,8 Mile Rd,Turn,3,1,0,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.02886,152.4149728
979,8 Mile Rd,Turn,3,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.01156,61.05024235
981,8 Mile Service Drive,,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.78572,4149.679149
982,8 Mile/E I 96,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.2603,1374.801936
983,8 Mile/E I 96,Ramp,1,1,1,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.09345,493.5266107
987,8 Mile/S I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.42988,2270.253443
990,8 Mile/W I 96,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.30016,1585.268769
991,8th,St,0,0,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.16509,871.907325
992,8th,St,0,0,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.03907,206.315585
993,8th,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.0164,86.62206618
994,8th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04603,243.1225235
998,8th,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.05208,275.0859187
999,8th,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.33478,1768.121482
1000,8th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.64645,3414.243754
1001,8th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.62579,3305.018224
1002,8th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.88467,4672.329395
1003,8th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.45991,7710.575284
1042,9th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.03771,199.1749874
1051,9th,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.49431,2610.656929
1052,9th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.68855,3636.572784
1053,9th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,1.13339,5985.978915
1054,9th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.8836,4666.765522
1062,9th St,Turn,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.01699,89.74547883
1063,A,St,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.12741,672.9129089
1064,A,Dr,0,0,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.14717,777.2669991
1065,A,St,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.26162,1381.833467
1066,A,St,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.04219,222.8267004
1079,Aaron,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09886,522.1160547
1081,Aarons,Way,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.27123,1432.536259
1086,Abbey,Ct,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.05529,292.0430291
1087,Abbey,Cir,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.36682,1937.384045
1088,Abbey,Ct,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.12395,654.6478891
1089,Abbey,Rd,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.25285,1335.431076
1098,Abbey,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03694,195.1198374
1105,Abbey,Ln,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.21865,1154.772625
1106,Abbey,Ct,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.04843,255.79085
1107,Abbey,Dr,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.14169,748.3366282
1117,Abbey Woods,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.04319,228.1307737
1124,Abbott,Ln,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.06166,325.6840339
1125,Abbott,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.08268,436.6474381
1127,Abbott,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06822,360.2535296
1128,Abbott,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.50315,2657.297604
1129,Abbott,Ln,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.03818,201.6526026
1130,Abbott,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,1.79204,9464.6725
1131,Abbott,Ave,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.32115,1696.137927
1133,Abbott,St,7,7,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10126,534.7968481
1137,Abby,Cir,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.48871,2581.139517
1157,Aberdeen,Blvd,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.33434,1765.829425
1166,Aberdeen,Ct,7,5,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.28161,1487.375663
1167,Aberdeen,Dr,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.18652,985.1251474
1178,Aberton,Ave,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.05194,274.3091975
1186,Abilene,Dr,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.16001,845.1127869
1187,Abingdon,Way,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.21961,1159.879131
1196,Abington,,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10112,534.0767322
1197,Abington,Ave,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,3.81842,20166.38087
1198,Abington,Ln,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.05627,297.199224
1207,Abruzzi,Dr,7,4,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.35495,1874.721297
1211,Acacia,St,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.79305,4188.386495
1213,Acacia,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,3.18407,16816.15176
1214,Acacia,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.33925,1791.725062
1218,Academy,Dr,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.12242,646.6001481
1223,Academy,Ct,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.11633,614.4315136
1224,Academy,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.27836,1470.166692
1231,Academy,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.27767,1466.491546
1232,Academy,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.70355,3715.78134
1233,Academy,Ave,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.76616,4046.510091
1255,Ackley,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.1439,759.9750818
1256,Ackley,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.70823,3740.598912
1258,Acorn,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.01719,90.81528396
1259,Acorn,St,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.06365,336.1559473
1275,Acorn Knoll,Rd,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.2551,1347.406667
1287,Ada,St,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.24893,1314.783099
1294,Adair,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.1486,784.8058268
1301,Adam Brown,Dr,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.49345,2606.277434
1302,Adams,Dr,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.06062,320.1634113
1303,Adams,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.09464,499.8667769
1304,Adams,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.12034,635.5977143
1305,Adams,Dr,0,0,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.19404,1024.868961
1306,Adams,Rd,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.25995,1372.985241
1307,Adams,,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.62736,3313.606915
1324,Adams,Ave,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.52471,2771.147054
1326,Adams,Dr,5,4,0,Yes,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.46577,2460.092848
1328,Adams,Ct,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.04047,213.7705072
1334,Adams,Ave,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16312,861.428432
1335,Adams,Dr,7,4,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.58456,3087.48823
1338,Adams,Ln,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.06895,364.1533117
1339,Adams,Dr,7,5,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.08291,437.8982288
1340,Adams,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.46916,2477.827159
1341,Adams,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.15672,827.7153243
1342,Adams,St,7,5,0,No,163,163,1140,1140,Plymouth,Wayne,Plymouth,Wayne,22,0.45023,2377.907984
1343,Adams,Cir,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.26931,1422.422994
1383,Addison,Dr,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.11598,612.5800687
1388,Addison,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12464,658.2849964
1389,Addison,Ave,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.46001,2429.597888
1392,Addison,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.30404,1605.729274
1393,Addison,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09704,512.4815733
1394,Addison,St,7,5,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.15348,810.6299752
1407,Adelaide,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.66157,3493.864433
1408,Adelaide,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.11489,606.823341
1415,Adele,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.12706,671.0788472
1420,Adeline,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.4936,2606.784941
1438,Admiral,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.50086,2645.342699
1442,Admiralty,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.61395,3242.627695
1445,Adora,Ln,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.19988,1055.733832
1457,Adriana,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.21655,1143.757229
1466,Affeldt,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.22118,1168.179823
1468,Afton,Rd,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.05683,300.1388632
1470,Afton,Rd,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.32637,1723.620828
1471,Afton,Rd,7,5,0,No,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,0.23511,1241.743371
1478,Aggregate,Dr,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.39071,2063.505727
1482,Agnes,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.37965,7286.187285
1483,Agnes,Ave,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.23526,1242.521693
1484,Agnes,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.31721,1675.336199
1485,Agnes,Ave,7,5,0,No,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,1.26207,6665.685719
1495,Ailanthus,Dr,7,5,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.20726,1094.688664
1496,Ailey,Ct,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.04906,259.066783
1510,Air Coach,St,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.07358,388.6419578
1511,Airborne,St,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.23804,1257.245152
1514,Airline,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.1757,928.0031286
1515,Airport,Dr,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.16957,895.6137161
1528,Airport,Dr,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.34095,1800.712584
1533,Airport Service,Rd,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,2.04708,10812.19605
1544,Akron,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.08668,457.7774837
1545,Akron,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.35935,1897.861929
1546,Akron,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.07293,385.175456
1552,Al Smith,Ave,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.1908,1007.752274
1553,Al Smith,Ave,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.0998,527.0885899
1554,Alabama,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.21839,1153.429365
1555,Alabama,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.04291,226.6386754
1558,Alameda,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.31727,1675.568205
1561,Alameda,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.1893,999.732962
1564,Alamo,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.19413,1025.298769
1569,Alan,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.07563,399.4349238
1573,Alanson,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.09491,501.2718371
1574,Alanson,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.22642,1195.836989
1575,Alaska,St,0,0,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.15795,834.2560695
1576,Alaska,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.49324,2604.961089
1577,Alaska,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.19145,1011.151612
1580,Alba,Ct,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.07832,413.6395054
1581,Alba,Dr,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.00814,43.0141921
1594,Albany,Dr,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.06799,359.1100243
1598,Albany,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.2387,6541.724635
1609,Alber,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,1.05573,5575.747684
1613,Albert,Ln,7,3,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.02841,150.0501787
1614,Albert,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.3517,1857.537246
1619,Albert,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.11936,630.4096585
1620,Albert,St,7,5,0,No,163,163,1215,1215,Woodhaven,Wayne,Woodhaven,Wayne,22,0.18043,952.9973186
1628,Alberta,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.10071,531.9327646
1629,Alberta,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.22191,1172.058327
1637,Albion,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.49823,7912.25465
1638,Albion,Ave,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.16599,876.706719
1646,Alcona,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.20044,1058.602657
1654,Alcoy,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.81779,9599.835157
1656,Aldea,Dr,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.09035,477.203619
1657,Alden,Rd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.322,1700.708203
1659,Alden,Ave,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.51828,2737.427671
1665,Alden,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.44624,2356.680462
1676,Alders,Dr,7,5,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.14554,768.7400635
1677,Alderton,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16418,867.0622847
1690,Aldrich,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.10803,570.5370335
1693,Aldrin,Ave,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.19624,1036.456174
1708,Alexander,Dr,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.15996,844.8806447
1709,Alexander,Dr,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.16031,846.7079968
1717,Alexander,Ave,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.19836,1047.602191
1718,Alexander,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.37488,1979.869475
1719,Alexander,St,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.39282,2074.642319
1720,Alexander,Ave,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.36114,1907.375797
1730,Alexandria,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.08064,425.9058027
1735,Alexandrine,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.00724,38.27638839
1736,Alexandrine,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.28756,1518.637891
1737,Alexandrine,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12501,660.2459734
1738,Alexandrine,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.5293,8076.490156
1739,Alexandrine,,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.05389,284.6019456
1740,Alexandrine,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.3097,1635.681302
1742,Alexis,Ave,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.29556,1561.017874
1746,Alfred,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.08347,440.8460064
1747,Alfred,St,0,0,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.13023,687.8019194
1751,Alfred,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.90039,4755.053056
